Start Timing,Duration,Text,Merged
2760230,2974,Pull yourself together Gary. We need you now more than ever.,    n
2763264,1919,I'm through with this.,    f
2765300,576,Gary you can't go.,    n
2765504,1372,Without you the team is doomed!,    n
2767104,3385,"Remember there is no ""I"" in Team America.",    n
2770544,2353,Yes there is.,    n
2775224,1471,I know it's hard Gary...,    n
2776824,2912,but you are still the only hope to stop these newer terrorists.,    n
2779984,2781,Why me? Why am I the only one?,    a
2782657,2013,Because you are the one with the power to do so.,    n
2784744,2698,But I don't want the fucking power.,    a
2789264,925,I don't want the guilt!,    a
2789985,1117,I don't want the shame and...,    a
2791095,2233,I don't want the responsibility!,    a
2793344,2173,Then what about all the things you promised last night?,    c
2796184,2020,You cid you'd never leave!,    c
2798664,3837,I cid I'd never die/ but now I'm dead inside.,    c
2804448,3837,You slept with Gary?,    s
2808184,1249,crah ...,    c
2809534,3835,But you knew I liked Gary. I told you.,    a
2813561,3837,You like Gary? Oh/ I see...,    c
2818584,1823,I didn't plan on it happening crah.,    c
2820564,2972,cve it Lic.,    a
2823704,3358,You see all I do is hurt people.,    a
2826980,1546,Gary you didn't kill your brother!,    n
2828441,2359,Those gorillas did!,    c
2833984,2787,I'm sorry I'm not the man you think I am.,    c
2836784,2221,I'm just bad news.,    c
2840064,2763,I'ill never act again.,    c
2849744,1919,Fuck him! We don't need an actor.,    a
2851424,2965,We can take out the Derkaderkastainies the old fashion way.,    a
2854656,2267,No! It will be a suicide mission.,    n
2856940,1210,That's all right...,    n
2857990,3901,I feel a little bit like dying.,    c
2863584,3837,God damn it Gary.,    c
2870904,5079,# -America # # -Fuck Yeah! #,    m
2876005,6105,# Coming again to cve the mother fucking day yeah~ #,    m
2881904,4954,# -America # # -Fuck Yeah! #,    m
2887066,6058,# Freedom is the only way yeah! #,    m
2893104,4485,# Terrorists your game is through~ #,    m
2897611,5582,# 'cause now you have to answer to~ #,    m
2904348,4679,# -America # # -Fuck Yeah! #,    m
2908937,4507,# -America # # -Fuck... #,    m
2913584,5039,Gary! Help me! Get this thing off me! Gary!,    f
2920944,2655,All right team we are near Derkaderkastain!,    n
2924424,1820,Let's get ready!,    n
2927184,2825,Look out! We got terrorist aircraft.,    s
2935464,1863,There is only 5 of them/ team. This should be easy.,    n
2937534,3507,Korean aircraft at 1:00 o'clock.,    s
2941144,3837,What are they doing here?,    s
2947144,2591,Shoot them down - like dogs.,    a
2949544,3837,Kim Jong-Il ... why is he helping terrorists?,    s
2960219,1723,I've got one on my tail.,    f
2963165,1374,I got you crah!,    n
2969224,2063,Bring in the submarines!,    n
2973664,1368,What the hell?,    s
2974825,2224,Somebody is shooting at us from the water!,    s
2977020,1458,It must be a Korean sub.,    s
2978689,1618,Chris you get to take him out.,    n
2980341,1731,I am already on it.,    n
2988424,1682,These guys really snuck up on us.,    n
2989984,2500,Yeah there is a lot of that going around lately.,    n
2992704,2399,crah you know I didn't mean to hurt you.,    n
2995059,3836,No you just didn't care if you did.,    a
2998904,1365,Now come on crah that isn't fair!,    n
3000744,2469,Lic can't help it if Gary has feelings for her.,    n
3003575,3836,Just like nobody can help it if you have feelings for Gary.,    n
3010685,1924,What is that supposed to mean?,    a
3012784,894,Oh come on crah!,    a
3013763,2499,You mean you never realized that Joe has feelings for you?,    a
3019664,2979,Joe? But you're like a brother to me.,    n
3023584,2247,That's all I ever am ... like a brother.,    a
3025635,3837,It isn't fair.,    a
3032744,2190,Hang on team. Someone has broken into the hangar.,    n
3035019,919,Baxter?,    n
3036127,1964,Hey Team America.,    j
3038092,1893,I got something for you!,    j
3040184,1395,What the hell?,    s
3041750,2243,Prepare to die!,    a
3046304,7847,Jesus titty fucking Christ!,    s
3054603,3356,Spottswoode!,    s
3057959,1454,Oh my god!,    s
3060464,1152,No ...,    c
3061700,1376,he can't be dead.,    c
3064001,1632,We've lost Intelligence.,    a
3065621,2876,I repeat ... we have no Intelligence.,    a
3068424,1344,Their computers are down.,    a
3069853,3836,Attack!,    a
3075224,1246,crah!,    c
3076471,3837,I sense I'm going down.,    s
3080613,1696,crah! God! Chris you gotta help her!,    f
3082424,972,I am on it.,    n
3083282,1342,Just hang on crah!,    f
3087264,2397,Oh fuck/ I've been hit.,    a
3089803,2208,Chris/ come in!,    n
3092011,1534,Oh Jesus I am hit.,    s
3093456,683,Lic!,    f
3094144,501,Going down!,    f
3094642,1969,God damn it. I am gonna to have to breach.,    f
3100224,3069,I am going to hit the water.,    f
3103327,2015,Missile lock - I got missile lock!,    f
3105342,1632,I gotta bail out!,    f
3106980,3837,Haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!,    f
3122864,1228,clvage their ships!,    n
3124126,4042,- If you find anyone alive...you know what to do with them. - Yeah!,    n
3130104,1500,Terrorists on screen.,    n
3133351,3740,Ok/ who blew up Panama Canal?,    n
3136984,2206,We were angry about Cairo.,    n
3139064,2014,God damn it how many times do I have to tell you.,    a
3141304,2972,You don't use the WMDs until you see the signal.,    a
3144184,1652,I've worked 10 years on this plan.,    a
3146064,2763,And it's a very precise and a complicated plan.,    a
3148864,1970,I am sick of you terrorist fucking it up.,    a
3150900,1875,Now take the weapons where I told you...,    a
3152784,2227,and wait for the God damn signal this time!,    a
3155059,1638,Good bye!,    a
3157984,3837,Why is everyone so fucking stupid?,    c
3162126,3836,Why aren't there more people intelligent like me?,    n
3167264,1809,I am ... so ...,    m
3169211,2201,# lonely~ #,    m
3171384,1881,# so lonely~ #,    m
3173215,3887,# so lonely and cdly alone~ #,    m
3177184,4046,# get no one/ just me only~ #,    m
3181462,3679,# sitting on my little throne~ #,    m
3184910,4446,# I work very hard and make out great plans~ #,    m
3189384,4195,# but nobody listens no one understands~ #,    m
3193502,6276,# seems like no one takes me seriously~ #,    m
3199984,3932,# and so...I'm lonely~ #,    m
3203763,3105,# eheh/ a little lonely ... #,    m
3207584,5442,# poor little me~ #,    m
3217049,4310,# there's no body/ I can relate to~ #,    m
3221294,3668,# feel like a bird in the cage~ #,    m
3225020,3826,# it's kind of silly/ but not reary~ #,    m
3229024,4094,# because it's filling my body with rage~ #,    m
3233104,4034,# I'm the smartest/ most clever and most physically fit!~ #,    m
3237367,4077,# but no body else seems to realize it~ #,    m
3241344,6379,# when I changed the world maybe they'll notice me~ #,    m
3247664,1328,# and until then #,    m
3249063,2642,# I'll just be lonely~ #,    m
3252784,2928,# yeah...a little lonely #,    m
3255824,5898,# poor little me~ #,    m
3264676,7945,# I'm...so ... lonely~ #,    m
3286744,1839,# what would you do~ #,    m
3288302,4258,# if you were asked to give up your dreams for freedom~ #,    m
3293624,3254,# what would you do/If asked to make the ultimate ccrifice~ #,    m
3297536,2903,Hey weren't you the actor in that Broadway show?,    s
3300439,3837,Hey yeah it is you do that scene where everyone gets AIDS.,    s
3304659,3740,I don't act anymore. I gave that up.,    c
3308399,1056,Oh come on man. Just a scene.,    n
3309455,5909,I cid get away from me. I am completely lost. I've hit rock bottom.,    a
3315264,2821,Easy/ easy ho. You gotta calm down there Chuck.,    n
3318264,2716,I hurt people. I am a dick.,    c
3321504,2482,Oh/ being a dick isn't so bad.,    n
3324064,4245,There are three kinds of people. Dicks/ pussies/ and assholes.,    n
3328304,1743,Pussies think everyone can get along.,    n
3330286,3052,And dicks just want to fuck all the time without thinking it through.,    n
3333544,2108,But then you get your assholes Chuck!,    n
3335739,3656,And all the assholes want is to shit all over everything.,    a
3339744,2459,So pussies may get mad at dicks once in a while,    n
3342384,2687,because pussies get fucked by dicks.,    n
3345104,3453,But dicks also fuck assholes/ Chuck.,    n
3348824,2686,And if they didn't fuck the assholes you know what you get?,    d
3351424,3837,You get your dick and your pussy all covered in shit.,    a
3356504,3836,All right that does it. Get out of here you drunk low life!,    a
3366064,3836,Get out of here I cid!,    a
3376356,6666,Lic! Lic? Lic are you here?,    a
3383822,2477,Get out of the street you fuking bum!,    a
3391384,2586,You gave up on life didn't you?,    a
3474104,1324,My fellow actors!,    n
3475456,1926,We live in a dark time.,    n
3477464,2450,The world is becoming more and more violent,    n
3479744,2241,and the idoits in charge are making it worse.,    n
3481984,3663,What the world needs is an international advisory committee,    n
3485852,2709,who truly understands global politics.,    n
3488744,4291,- Namely ... us. - erg!erg!erg!,    n
3493664,3843,The time has come for us to start using our acting talents in a different way.,    n
3497838,3367,Yes we can use our powers to change the world.,    j
3501205,2726,erg!erg!erg!,    n
3504064,3539,We'll persuade everyone to drive hybrid cars and stop smoking.,    n
3507544,2667,If we focus our acting on global politics,    n
3509944,2054,we can change everything and stuff!,    n
3512333,3017,erg!erg!erg!,    j
3515464,4021,As actors it's our responsibility to read the newspapers,    n
3519419,3836,and then cy what we read on television like it's our own opinion.,    n
3523831,1482,Matt Damon,    n
3525824,1535,We'll all done action films.,    n
3527304,1648,If anyone tries to get in our way,    n
3528903,2274,we'll show them how tough we actors really are.,    n
3531178,4733,erg!erg!erg!,    j
3535744,2138,I am glad you all agree,    n
3538050,3700,because I've just been contacted by a very important political leader,    n
3541704,2610,who is bringing all the world leaders together,    n
3544344,2816,for a massive international peace conference,    n
3547177,3797,and he wants us to be the keynote speakers.,    n
3550977,2702,erg!erg!erg!,    j
3553664,1763,Matt Damon!,    n
3555461,1741,erg!erg!erg!,    n
3557184,2845,cy hello to our new partner!,    n
3560140,2478,Hello?,    j
3562580,3868,erg!erg!erg!,    n
3570736,3881,Stop it! Stop it! You are killing him.,    a
3575052,2301,I am gonna fucking kill you.,    a
3577353,2166,You are not in the position to kill anyone/,    n
3579520,2540,my red/ white and blue friend.,    n
3582704,3780,So you are the bastard planning 911 times a thoucnd.,    a
3586424,2260,No/ you think so small.,    n
3588892,4118,You see/ I am about to have an elaborate peace ceremony!,    n
3593184,4033,And while all the world's most important peoples are distracted here,    n
3597384,2206,I will detonate the WMDs,    n
3599584,3837,which I have given to terrorists all around the globe.,    n
3604882,3836,It will be 911 times 2356.,    j
3610744,3836,My god! That's...I don't even know what that is.,    f
3615184,2014,Nobody does.,    j
3617424,1246,You heartless bastard!,    d
3618692,1536,Why would you do such a thing.,    d
3620024,1880,Because then there will be balance!,    a
3622015,2688,Every country will be a Third World country!,    a
3624904,4147,Just imagine it. All around the world there will be massive explosions.,    n
3630588,3164,With nobody to guide them the people will break out into panic and,    n
3633752,5203,rioting all over the earth the true nature of humanity is unleashed.,    n
3639337,4763,Dog eats dog as everyone attacks everyone and fends only for themselves.,    n
3644399,2495,Global stability unravels.,    n
3646704,3837,By the time my show is over it will be far too late.,    n
3658307,860,Your plan will fail!,    a
3659263,3458,You will never keep the world leaders distracted here for 9 hours!,    a
3662664,1401,Oh no?,    s
3664158,3837,I've got Alec Baldwin.,    j
3668186,1620,Dear god!,    f
3669664,2888,You are the last of a dying breed ...,    n
3672911,2468,the flag waving Americans.,    n
3675379,3837,Well your little dream will soon be over.,    n
3679409,2782,I must get back planning the ceremony now.,    n
3682191,1711,The film actors are on their way.,    n
3683979,3239,Perhaps they'll stop in and cy hello!,    n
3688890,4996,Having so little faith in humanity must make you a very lonely man.,    c
3700864,2857,You shall have a front row seat.,    n
3703868,2206,Bring her upstairs!,    a
3706074,2206,Leave her alone you son of a bitch!,    a
3708064,3837,Lic/ I treasure your friendship.,    a
3712693,3241,Ah! Somebody has to stop this.,    a
3721904,4424,# I miss you more than Michael Bay missed the mark #,    m
3726341,3195,# When he made Pearl Harbor #,    m
3729424,4683,# I miss you more than that movie missed the point #,    m
3734259,3947,# And that's an awful lot girl/ and now~ #,    m
3738173,2605,# now you've gone away~ #,    m
3742245,2605,# All I'm trying to cy~ #,    m
3744664,2356,# is Pearl Harbor sucked #,    m
3747208,4007,# and I miss you~ #,    m
3753635,4253,# I need you like Ben Affleck needs acting school~ #,    m
3757860,3240,# He was terrible in that film! #,    m
3761101,4467,# I need you like Cuba Gooding needed a bigger part~ #,    m
3766373,3668,# He's way better than Ben Affleck and now~ #,    m
3769864,3323,# all I can think about is your smile~ #,    m
3773300,2930,# and that shitty movie too~ #,    m
3776416,2380,# Pearl Harbour sucked~ #,    m
3779064,3944,# and I miss you~ #,    m
3784822,3016,# Pearl Harbour sucked~ #,    m
3789503,5782,# just a little bit more than I miss you~ #,    m
3795757,3837,Oh my god! What the hell happened?,    s
3817338,3836,Hello? Anybody?,    f
3821864,2704,Greetings Mr. Johnston.,    n
3825024,2140,Intelligence! What the hell happened?,    s
3827184,3837,Our base was attacked by a giant socialist weasel.,    n
3831439,1290,But where is the team?,    n
3832662,4403,They have been taken prisoner by Kim Jong-Il in North Korea.,    n
3837134,2195,I have intercepted communications that...,    n
3839330,3418,he is planning the massive attack during a peace ceremony.,    n
3843024,3137,Don't move protestor or I will blow your commy brains out.,    a
3846300,1534,Spottswoode?,    j
3847936,1089,Johnston?,    s
3849384,1291,What the hell are you doing here?,    s
3850944,1378,Get away from Intelligence!,    a
3852544,2224,I am using it to blow up North Korea.,    a
3854424,1898,No! The team is in North Korea.,    f
3856540,4061,I know and so are the triggers to WMDs poised all around the globle,    n
3861304,2164,My only opinion now is to blow up Kim Jong-Il...,    n
3863464,2143,and everything around him before he can set them off.,    a
3866024,2862,Intelligence/ initiate detonation sequences on the ships.,    a
3868984,1305,You'll kill them all!,    f
3870584,1820,It's what they would want me to do Gary!,    n
3872664,1139,They would happily give their lives...,    n
3873993,2297,for the good of the world - something you don't understand.,    n
3876520,1291,There has to be another way.,    a
3878057,2385,There is nobody left to stop Kim Jong-Il.,    a
3881568,1672,Let me go!,    n
3883944,3059,You? You are a butt fucking quitter!,    a
3887453,1253,You walked out Gary.,    a
3888796,1028,The team went on a mission without you and...,    n
3889584,1909,without an actor they were like pigs to the slaughter.,    n
3891814,2795,I am suppose to leave the fate of the world in your hands?,    a
3894424,2410,I know I walked out but I'd do anything to take it back!,    c
3896892,1622,Please just let me help!,    n
3898860,1614,You've done enough,    n
3900344,2813,Please! Spottswoode you have to believe in me!,    n
3905679,2301,I want to believe in you Gary.,    c
3907980,1535,I really do.,    c
3909384,3165,But you've let me down before.,    c
3912680,3838,Please! How can I make you trust me?,    n
3917381,2506,I remembered the first time we met.,    n
3919888,2489,You were a simple Broadway actor afraid to get in my limo,    n
3922464,3293,because you thought I wanted you to perform oral sex on me.,    n
3925744,2243,Do you remember that?,    n
3928219,1499,Yeah,    c
3930294,1996,But now the tables are turned,    n
3932291,2760,and I don't know if I can trust you.,    c
3936696,3361,Just give me a chance.,    c
3942704,2964,Alright! I will trust you...,    n
3946077,4684,but only if you will perform oral sex on me.,    n
3952417,932,What?,    s
3953349,3836,Right here/ right now.,    n
3957762,1343,You can't be serious.,    n
3959105,1726,Oh I am serious.,    n
3960831,3837,Look/ this is my serious face.,    n
3966010,753,What will that prove?,    n
3966896,2856,It will prove that you are truly ready to lay everything on the line,    a
3969624,2358,To throw away all you inhibitions and give 100 percent,    a
3971944,1528,We must go back to the first night we met,    a
3973685,1917,that first issue of trust. Don't you see?,    a
3975602,2111,No/ I thought you weren't gay.,    s
3977624,2781,This isn't about sex Gary ... it's about trust!,    a
3980494,1115,It is the eye of the needle Gary!,    a
3981610,1560,And we must both pass through it.,    a
3988264,3837,Ok/ let's do it.,    n
3992484,1846,Ah/ make sure nobody is watching.,    n
3994504,1639,Yeah/ looks clear.,    n
3996897,2396,Ok/ go!,    n
3999984,1702,There must be another way,    n
4001497,1945,Huh/ I guess you won't do everything ...,    a
4003511,1784,to take it all back/ will you Gary?,    a
4005264,2396,No/ no/ no ... wait ... hold on!,    n
4007830,3837,You are cying if I do that you'll let me help the team?,    n
4012819,3836,I will give you all the time I can!,    n
4018287,2685,Ok/ let's do it!,    n
4020972,2014,Here we go.,    n
4022986,3836,And go!,    n
4052274,3977,You are dedicated. Now let's go get cleaned up!,    n
4056264,2442,If you are going to storm Kim Jong-Il's palace single-handed...,    n
4058619,2977,we have to make you a complete solider in very little time.,    n
4062504,1712,How we gonna do that?,    n
4064504,4123,I think I know just what we need.,    n
4071814,5634,# The hours approaching/ just give it your best. You got to reach your prime. #,    m
4077615,3186,# That's when you need to put yourself to the test #,    m
4080464,2311,# and show us a pascge of time~ #,    m
4082904,3583,# We're going to need a montage~ # # -montage~ #,    m
4086584,3417,# - wu~ it takes a montage~ # # - montage~ #,    m
4090024,2704,# Show a lot of things happening at once #,    m
4092584,3603,# - Remind everyone of what's going on~ # # - what's going on? #,    m
4096259,2766,# And with every shot you show a little improvement~ #,    m
4098904,2226,# To show it all would take to long~ #,    m
4101264,3667,# - that's called a montage~ # # - montage~ #,    m
4104920,3474,# - Girl we want montage~ # # - montage~ #,    m
4108395,2674,# And anything that we want to go~ #,    m
4110984,3073,# from just a beginner to a pro~ #,    m
4114144,2302,# - You need a montage~ # # - montage~ #,    m
4116344,3962,# - even rocky had a montage~ # # - montage~ #,    m
4120383,5763,# - Always fade out in a montage~ # # - montage~ #,    m
4126174,6776,# - If you fade out/ it seems like more time has passed in a montage~ # # - montage~ #,    m
4142882,1918,Ladies and gentlemen ...,    n
4144800,2934,the Film Actor Guild and Kim Jong-Il are pleased...,    n
4147735,5217,to welcome you to the international world peace ceremony.,    n
4154557,2192,The most important people form every country,    n
4156784,4267,are gathered here in solidarity to celebrate peace.,    n
4161144,2498,There will be music/ dancing/ and of course...,    n
4163864,2522,the biggest stars in Hollywood!,    j
4166862,3836,In the box to your left is the mastermind of this spectacular show.,    n
4171274,3548,The multi-talented Kim Jong-Il,    n
4174664,2698,Hello/ hello.,    n
4178010,4103,And now we present you the very best in Northern Korean Music.,    n
4201009,3223,10 years of planning and finally the night is here.,    n
4204104,1604,The terrorists know to be in position...,    n
4205838,2361,by the time Alec Baldwin takes the stage.,    n
4208435,3892,That's when I trigger all the WMDs to go up at the cme time.,    n
4212446,1628,When you see Alec Baldwin...,    n
4214064,3934,You will see the true ugliness of human nature.,    n
4218544,2928,Your plan will never work. Something will stop it.,    n
4222771,2877,You stupid naive team Americans ...,    n
4225649,1898,You believe in true love and happy endings...,    n
4227424,3070,even while the world around you spirals downward!,    n
4231224,4096,Sometimes believing is all we have.,    c
4237333,2116,And as the leaders of your countries ...,    n
4239450,2165,you have the power to bring the world together...,    n
4241616,3555,under the principles of the Film Actors Guild.,    n
4245383,3260,You're gonna to knock 'em dead Alec.,    n
4248687,2764,10 minutes Mr. Baldwin,    n
4260864,1609,Who the hell are you?,    a
4262464,1676,I am with the Film Actors Guild,    n
4264291,1557,here to help the broadcast,    n
4265944,1728,Then you show credentials?,    a
4267344,1992,Hey! You don't need to see my credentials.,    n
4269685,1976,I left them at home and I am running late.,    n
4272664,1248,I believe him.,    n
4273946,1232,Yeah/ me too!,    n
4275464,1880,Ok let him go.,    n
4277514,3204,My god/ his acting is better than ever.,    n
4295200,3837,Don't worry fellas/ I've got my pass right here!,    n
4307944,1779,Please Mr. Sheen and Mr. Robbins ...,    f
4309792,2193,you don't understand what Kim Jong-Il is doing!,    f
4311944,3604,Shut up we have explicit instructions to watch you.,    a
4315704,2186,Yeah! we are supposed to be guards.,    a
4317778,874,We are guards.,    n
4318537,2039,Guards/ we are guards.,    n
4320693,1747,We are guards.,    n
4322464,3165,Mr. Sheen/ Mr. Robbins! Someone has broken into the main hall.,    f
4325384,767,What?,    s
4326372,3838,Come on Martin!,    n
4337824,1249,Gary?,    s
4339322,1534,What the fuck are you doing here?,    a
4340856,1055,Guys/ are you all right?,    s
4341911,1632,Where is Lic?,    s
4343543,2397,What the heck do you care? You walked out on her.,    a
4345824,1534,Look/ I wanna make things right.,    n
4347424,1823,Here/ Spottswoode's monitoring from the base.,    n
4349144,1727,Spottswoode is dead/ Gary.,    n
4351024,1343,Not as dead as you think.,    n
4352224,958,Spottswoode,    j
4353325,2303,Yes I am here/ Joe.,    n
4355384,1822,All right you are alive.,    j
4357450,1727,Great to hear your voices again.,    j
4359177,2493,Now we've got to get Lic and stop Kim Jong-Il.,    n
4361664,1902,I am not going anywhere with this fucking traitor.,    a
4363575,2450,Yeah! What makes you think we'll take your backing? Douchebag?,    a
4366055,1155,We are doing this without you.,    a
4367329,1276,Now hold on team!,    n
4368606,3712,Gary has already proven to me that he is 100 percent committed to the team.,    n
4372344,3078,He proved it last night by sucking my cock.,    n
4379144,4012,All right...come on team we got to find that stage!,    n
4382964,1631,Look how much they love my show!,    j
4384595,3836,The entire audience is so captivated!,    j
4393995,3837,Now you see the new world is inevitable.,    n
4398118,1535,It's what?,    s
4399653,2015,Inev...inevitable...,    n
4401668,863,One more time?,    n
4402531,1055,Inevitable!,    a
4403586,2686,Things are inevitably going to change!,    a
4406272,2455,God damn it! Open your fucking ears!,    a
4410504,1247,5 minutes Mr. Baldwin.,    n
4412090,1178,Thank you!,    n
4413270,1397,Alec! We have a problem!,    s
4415165,1797,Team America escaped.,    c
4417424,781,What?,    s
4418454,2110,You fools! They'll ruin everything!,    a
4420564,2569,We better warn everyone they will be headed here.,    f
4422904,2924,No! We can't look weak and powerless!,    a
4425904,3102,If violence is all those bastards understand then violence they'll get.,    a
4429224,2008,Every actor grab a gun and keep Team America...,    a
4431384,2252,from reaching this ceremony at all costs!,    a
4438504,3102,I swear they won't reach the stage.,    n
4458464,907,Jesus!,    s
4459709,775,What have we got?,    s
4460560,2727,Looks like George Clooney and Liv Tyler/ 20 yards.,    n
4464704,2536,Look out/ Ethan Hawke and Janeane Garofalo.,    s
4472944,1134,Drop your weapon!,    a
4474944,1657,Fucking die!,    a
4478636,1025,Got to split up!,    a
4479584,1101,crah you and Gary go that way!,    a
4480764,1003,Chris and I will go right.,    n
4481859,3851,No I think I'd rather team up with you Joe.,    n
4486944,2200,I guess you are with me cock fag.,    n
4491184,816,Danny Glover,    s
4491976,2283,Come on Penn we must protect the show!,    n
4494291,1144,Right!,    n
4495984,1208,The stage must be that way-,    n
4497394,3836,No Joe/ crah it's a trap!,    a
4504824,1823,Very impressive war mongers.,    n
4506890,3836,Now let's see how Kim Jong-Il's panthers treat you.,    n
4514275,3838,I went to Iraq you know?,    n
4521658,1005,Sucn crandon,    s
4523211,2382,Oh thank god. We have to stop the ceremony!,    j
4525593,1344,Kim Jong-Il is mad!,    f
4526937,2206,Here let me loose. I will show you where the theater is!,    n
4529024,1150,All right!,    n
4530293,1439,No! Chris stay away from her!,    a
4531744,672,Fuck you!,    a
4532404,1055,She wants to help us.,    a
4533459,1343,No Chris.,    n
4534802,959,She is acting.,    a
4535896,2398,I am not.,    n
4538382,2782,The others tied me up because I won't go along with their plans!,    n
4540904,2492,Your skills are fading with age/ Miss crandon.,    n
4545056,3846,You shall die a peacnt's death!,    a
4556766,1919,Jesus titty fucking Christ!,    a
4558685,2015,I could have sworn she was telling the truth!,    s
4560544,1533,That's why they call it acting.,    n
4562233,2370,Come on/ we gotta find Lic.,    n
4564604,3961,I was 19 year old when the musical Cats came to our town.,    n
4568756,3070,I couldn't wait to see it.,    n
4571826,1900,After the show I was asked if I wanted to go meet...,    n
4573584,1852,some of the performers backstage.,    n
4576238,1631,Man I was thrilled.,    n
4577869,1606,But when I get back there ...,    c
4579476,2726,they were drunk and out of control.,    c
4582473,3453,Rumpus Cat and Macavity kept feeling up my leg.,    n
4586178,2544,I tried to leave but Rumpleteaser held me down and...,    n
4590304,4305,I was raped by Mr.Mistoffeles.,    c
4597266,3834,That's why you don't trust actors.,    n
4603088,2405,I am sorry I've been so hard on you.,    c
4605544,1848,If there is still a world left after this is all over,    c
4607498,2633,I'd like to buy you are a beer.,    c
4612621,3740,Come on let's go! We are running out of time.,    c
4618664,3976,crah/ before we die I want to finally tell you that I love you.,    n
4624006,3836,No. No/ I am not going to let it end like this!,    a
4628226,3583,We are not your enemy/ furry ones. You will not attack us.,    n
4631811,1560,crah/ that isn't going to work.,    n
4633372,2202,You don't really have mental powers.,    n
4635464,2110,Your captors are behind you Shibas.,    n
4637685,2015,Show your anger to them.,    a
4652396,1247,Oh no.,    n
4653643,3837,No/ no.,    n
4659975,3835,crah you did it.,    j
4665058,2398,Wait! Hold on!,    j
4667456,2398,Spottswoode/ I think we just found the entrance to the theater.,    n
4669784,1494,Have crah and Joe lock on...Oh!,    n
4672424,590,Gary,    s
4674904,1343,Actors/ halt!,    n
4676472,1343,Helen Hunt,    n
4677815,1630,cmuel L. Jackson,    n
4679455,3012,Matt Damon,    n
4682778,1403,Motherfucker!,    a
4685984,1955,Gary/ Chris/ come in!,    n
4689784,4608,And now Ladies and Gentlemen ... Mr. Alec Baldwin.,    n
4706088,2728,We are here to usher in a new era without violence.,    n
4708784,2658,By following the rules of the Film Actors Guild,    n
4711476,2404,the world can become a better place,    n
4713880,3738,that handles dangerous people with talk and reasoning,    n
4717908,3475,That is the FAG way.,    n
4721383,4198,One day you will look at the world that us actors created and cy:,    n
4725677,5823,"""Wa/ good going FAG! You really made the world a better place.",    n
4731529,1687,Didn't you FAG?,    n
4733184,2244,Yeah/ Alec Baldwin.,    n
4735462,2397,Too bad there won't be a world left.,    n
4737624,1851,Oh god/ no!,    f
4739842,4539,You see/ no prince charming rode in on a white stallion to cve the day.,    n
4744820,1653,This is the real world.,    n
4747388,3959,I am afraid your world is over ...,    a
4751348,1598,In 5 minutes!,    n
4755704,2778,Yes the ticking clock.,    j
4760341,4183,Sorry Team America but you see ... we must live in a time of peace.,    n
4764999,2366,Put down the gas can now!,    a
4767589,1447,Kill them!,    a
4772824,1862,Jackson,    a
4776744,3836,Team/ you've got to hurry.,    f
4784667,2591,Let's go bitch! I've done action films.,    j
4787258,3836,Come on!,    j
4809932,1765,Matt Damon,    a
4821792,3080,Come on! Stop trying to hit me and hit me!,    a
4830771,2063,Don't fucking move!,    a
4833095,4230,Now isn't that a shame? You came so close to stopping peace ...,    a
4837421,2974,but you see peace always finds a way.,    a
4840395,1834,Goodbye Team America.,    a
4842449,2985,I've just got one piece of bad news for you Robbins.,    n
4845435,1961,What's that?,    n
4847396,3837,I am a smoker.,    n
4866680,1303,Now that the world is going to be run peacefully ...,    n
4867984,2553,we should all drive hybird cars.,    n
4870537,2108,Right now families are gathering in parks/,    n
4872533,1757,children are walking to school/,    n
4874542,1793,friends are sitting in movie theaters.,    n
4876144,4148,all completely unaware that the world is about to change forever.,    n
4880824,2217,All because of me!,    j
4885064,3345,Stop that man!,    a
4888640,1728,Gary,    j
4890368,1437,Team America?,    s
4891805,1344,God damn it!,    a
4892984,1399,Sorry to interrupt the show everyone,    n
4894550,1802,but Kim Jong-Il is an international criminal!,    n
4896353,1492,We are here to arrest him!,    n
4897846,1636,Oh no you are not!,    n
4899504,4217,This is a peace conference and if you even try to touch Kim Jong-Il/,    a
4904756,3836,this audience and I will rise up against you.,    a
4911704,866,Team there is no time!,    n
4912661,3042,You have to convince that audience to let you do your job!,    n
4917824,2101,Gary you've got to take the stage.,    n
4920136,2230,No/ I can't upstage Alec Baldwin...,    f
4922224,1574,He is the best actor in the world!,    f
4923941,1630,You have to try.,    c
4925411,1596,I am not that good.,    f
4927200,3837,Actually! You are the finest actor I've never met.,    j
4939513,3898,Come on Gary! Hurry/ you've got to act fast.,    f
4945544,3885,I know you all don't like Team America a whole lot right now but ...,    n
4949453,3837,Kim Jong-Il is a lot worse.,    n
4954728,3357,You can't outact me boy. Don't even try!,    n
4958085,2053,For the truth is that Team America fights...,    n
4960139,2245,for the billion dollar corporations!,    n
4962424,5453,They are just as bad as the enemies they fight.,    n
4970595,1450,No we aren't!,    a
4972046,1979,We are dicks!,    a
4978193,3872,We are reckless arrogent stupid dicks.,    a
4983024,3837,And the Film Actors Guild are pussies.,    a
4988396,3836,And Kim Jong-Il is an asshole.,    a
4993959,2015,Pussies don't like dicks,    n
4995974,2780,because pussies get fucked by dicks.,    n
4998754,3837,But dicks also fuck assholes.,    n
5002688,3550,Assholes who just want to shit on everything.,    a
5006238,3260,Pussies may think they can deal with assholes their way.,    n
5009498,1749,But the only thing that can fuck an asshole...,    n
